SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
1925,07-05-2019,SI-CCBO 78,ONGOLE,NIVAS ENTERPRISES,CDO-120H MOTOR,"3,000.00",SKYZEN
1926,07-05-2019,SI-CCBO 78,ONGOLE,NIVAS ENTERPRISES,WHEELS SKYZEN,"8,500.00",SERVICE
1927,07-05-2019,SI-CCBO 78,ONGOLE,NIVAS ENTERPRISES,,-0.40,SKYZEN
1928,07-05-2019,SI-CSCV 72,PONNUR,JAYAENTERPRISES,SKY TRENDY,"120,000.00",SKYZEN
1929,07-05-2019,SI-P 30,ANDHRA,GANESH ENTERPRISES,AIRCOOLER PLASTIC BODYS,"3,750.00",SKYZEN
1930,07-05-2019,SI-SCO 39,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY Smile Blower,"379,200.00",SKYZEN
1931,07-05-2019,SI-SCO 39,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Smile Trolly,"31,600.00",SKYZEN
1932,07-05-2019,SI-SCV 70,ANDHRA,PRASAD,SKY Thunder Cool 18AL,"7,000.00",SKYZEN
1933,07-05-2019,SI-SCV 71,ANDHRA,RAMU,SKY Thunder Cool 18AL,"6,000.00",SKYZEN
1934,07-05-2019,SI-SCV 72,ANDHRA,JAYAENTERPRISES,SKY Smile Blower,"32,400.00",SKYZEN
1935,07-05-2019,SI-SCV 72,ANDHRA,JAYAENTERPRISES,Smile Trolly,"1,350.00",SKYZEN
1936,07-05-2019,SI-SCV 73,ANDHRA,SRI SRINIVASA AUTO ENTERPRISES,SKY Thunder Cool 18AL,"7,500.00",SKYZEN
1937,07-05-2019,SI-SCV 74,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKY MINI CUTE,"6,900.00",SKYZEN
1938,07-05-2019,SI-SCV 75,ANDHRA,GVS TECHNOLOGIES,SKY Smile Blower,"143,910.00",SKYZEN
1939,07-05-2019,SI-SCV 75,ANDHRA,GVS TECHNOLOGIES,SKY MINI CUTE,"20,146.00",SKYZEN
1940,07-05-2019,SI-SCV 75,ANDHRA,GVS TECHNOLOGIES,SKY Super Cool 16AL,"32,175.00",SKYZEN
1941,07-05-2019,SI-SCV 76,ANDHRA,SIRAZEE TILIES PVT LTD,SKY Thunder Cool 18AL,"13,000.00",SKYZEN
1942,07-05-2019,SI-SCV 77,ANDHRA,SRI DHANALAKSHMI AGENCIES,SKY Thunder Cool 18AL,"65,839.95",SKYZEN
1943,07-05-2019,SI-SCV 77,ANDHRA,SRI DHANALAKSHMI AGENCIES,SKY Vibrant 18AL /HPL,"73,309.95",SKYZEN
1944,07-05-2019,SI-SCV 77,ANDHRA,SRI DHANALAKSHMI AGENCIES,SKY Smile Blower,"22,526.20",SKYZEN
1945,07-05-2019,SI-SCV 77,ANDHRA,SRI DHANALAKSHMI AGENCIES,Smile Trolly,"1,800.00",SKYZEN
1946,07-05-2019,SI-SCV 77,ANDHRA,SRI DHANALAKSHMI AGENCIES,,-0.10,SKYZEN
1947,07-05-2019,SI-SLV 40,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKYZEN LED VQ32,"30,570.00",SKYZEN
1948,07-05-2019,SI-SLV 41,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKYZEN LED M24D,"31,450.00",SKYZEN
1949,07-05-2019,SI-SLV 41,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKYZEN LED VQ32,"20,380.00",SKYZEN
1950,07-05-2019,SI-SLV 41,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKYZEN LED M32SM,"12,690.00",SKYZEN
1951,07-05-2019,SI-SLV 42,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,SKYZEN LED M24D,"31,450.00",SKYZEN
1952,07-05-2019,SI-SLV 43,ANDHRA,SRM ELECTRONICS NANDYAL,SKYZEN LED M42S,"42,000.00",SKYZEN
1953,07-05-2019,SI-SOO 17,ANDHRA,SRI VINAYAKA ELECTRONICS,SKY WASHER SZ 900,"171,800.00",SKYZEN
1954,07-05-2019,SI-SOO 17,ANDHRA,SRI VINAYAKA ELECTRONICS,SKY SEMI WM SD 75P,"79,090.00",SKYZEN
1955,07-05-2019,SI-SOO 17,ANDHRA,SRI VINAYAKA ELECTRONICS,SKY SEMI WM SD 81R,"173,860.00",SKYZEN
1956,07-05-2019,SI-SOV 41,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 75P,"71,900.00",SKYZEN
1957,07-05-2019,SI-SOV 41,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 81R,"8,693.00",SKYZEN
1958,07-05-2019,SI-SOV 41,ANDHRA,VK ENTERPRISES,SKY SEMI WM SD 90R,"46,990.00",SKYZEN
1959,07-05-2019,SI-SOV 42,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,SKY WATER DIS 21B FSR,"7,370.00",SKYZEN
1960,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL DX,"16,000.00",KENSTAR
1961,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL DX REMOTE,"17,000.00",KENSTAR
1962,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL SUPER,"90,200.00",KENSTAR
1963,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM TOUCH 110 - i pure,"72,000.00",SYMPHONY
1964,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM TOUCH 35 - i pure,"42,000.00",SYMPHONY
1965,07-05-2019,SI-STIPG 16,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM DIAMOND 41DB WITH TROLLEY,"36,000.00",SYMPHONY
1966,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 900,"340,000.00",SKYZEN
1967,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Thunder Cool 18AL,"138,000.00",SKYZEN
1968,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Smart Cool 18AL,"100,000.00",SKYZEN
1969,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Smart Cool 18ALH,"30,000.00",SKYZEN
1970,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Super 5000,"63,000.00",SKYZEN
1971,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Smile Blower,"72,000.00",SKYZEN
1972,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,Smile Trolly,"7,000.00",SKYZEN
1973,07-05-2019,SI-STIPO 8,ANDHRA,SAI TEJA INDO PLAST HYD,VIBRANT KIT,10.00,SKYZEN
1974,07-05-2019,SI-SZP 21,ANDHRA,RAFI ELECTRONICS,SKY PEARL,"6,600.00",SKYZEN
1975,07-05-2019,SI-SZP 22,ANDHRA,ANWAR HOME NEEDS,SKY PEARL,"6,600.00",SKYZEN
1976,07-05-2019,SI-SZP 22,ANDHRA,ANWAR HOME NEEDS,SKY PEARL,"13,200.00",SKYZEN
1977,07-05-2019,TG-CSI-V 3,GOLLAPUDI,Cash Account Dileep,SAFARI AIR COOLER,"2,000.00",CVCRM
1978,07-05-2019,TG-CSI-V 4,GOLLAPUDI,Cash Account Dileep,SAFARI AIR COOLER,"1,700.00",CVCRM
1979,07-05-2019,TG-CSI-V 5,GOLLAPUDI,Cash Account Dileep,SAFARI AIR COOLER,"2,300.00",CVCRM
1980,07-05-2019,TG-SI-V 5,GOLLAPUDI,RAMU,DEFECTIVE PRODUCT,"42,540.00",SKYZEN
1981,07-05-2019,TG-SI-V 6,GOLLAPUDI,PRASAD,DEFECTIVE PRODUCT,"49,630.00",SKYZEN
1982,07-05-2019,TO-CSI-ONG 2,ONGOLE,CASH ACCOUNT NANO,STORM AIR COOLER,"124,200.00",CVCRM
1983,07-05-2019,TP-SI-MFGP 106,PONNUR,Cash Account AKV,ZOLTA PUMP MOTOR,250.00,SERVICE
1984,07-05-2019,TP-SI-MFGP 107,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"14,400.00",CVCRM
1985,07-05-2019,TP-SI-MFGP 107,PONNUR,RAFI ELECTRONICS,TYPHOON AIR COOLER,"15,200.00",CVCRM
1986,07-05-2019,TP-SI-MFGP 108,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,SAFARI AIR COOLER,"14,400.00",CVCRM
1987,07-05-2019,TP-SI-MFGP 108,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,TYPHOON AIR COOLER,"7,600.00",CVCRM
1988,07-05-2019,TP-SI-MFGP 109,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"7,200.00",CVCRM
1989,07-05-2019,TP-SI-MFGP 109,PONNUR,RAMU ELECTRONICS,TYPHOON AIR COOLER,"15,200.00",CVCRM
1990,07-05-2019,TP-SI-MFGP 109,PONNUR,RAMU ELECTRONICS,JUMBO AIR COOLER,"7,200.00",CVCRM
1991,07-05-2019,TP-SI-MFGP 110,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"43,200.00",CVCRM
1992,07-05-2019,TP-SI-MFGP 111,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"6,600.00",CVCRM
1993,07-05-2019,TP-SI-MFGP 112,PONNUR,Cash Account AKV,SAFARI WHITE AIR COOLER,"3,500.00",CVCRM
1994,07-05-2019,TP-SI-MFGP 113,PONNUR,ANWAR HOME NEEDS,JUMBO AIR COOLER,"18,000.00",CVCRM
1995,07-05-2019,TP-SI-MFGP 113,PONNUR,ANWAR HOME NEEDS,TYPHOON AIR COOLER,"15,200.00",CVCRM
1996,07-05-2019,TP-SI-MFGP 114,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,600.00",CVCRM
1997,07-05-2019,TP-SI-MFGP 115,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"7,200.00",CVCRM
1998,07-05-2019,TP-SI-MFGP 116,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"3,400.00",CVCRM
1999,07-05-2019,TP-SI-P 30,PONNUR,GANESH ENTERPRISES,SAFARI AIR COOLER,"13,750.00",CVCRM
2000,07-05-2019,TP-SI-P 30,PONNUR,GANESH ENTERPRISES,SAFARI AIR COOLER,"18,000.00",CVCRM
2001,07-05-2019,TP-SI-P 30,PONNUR,GANESH ENTERPRISES,TAX FOR COOLERS,500.00,CVCRM
2002,08-05-2019,CSI-CONG 53,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,000.00",CVCRM
2003,08-05-2019,CSI-ONG 50,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"8,000.00",SKYZEN
2004,08-05-2019,CSI-ONG 51,ANDHRA,CASH ACCOUNT NANO,SKY MINI CUTE,"2,500.00",SKYZEN
2005,08-05-2019,CSI-ONG 52,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"7,000.00",SKYZEN
2006,08-05-2019,CSI-ONG 53,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"7,000.00",SKYZEN
2007,08-05-2019,CSI-ONG 53,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
2008,08-05-2019,CSI-V 14,ANDHRA,Cash Account Dileep,KEN AUSTER XW,"5,600.00",KENSTAR
2009,08-05-2019,SI-CBO 79,ANDHRA,SRI VENKATA SIVA SAI FURNITURES,AIRCOOLER,"16,000.00",CVCRM
2010,08-05-2019,SI-CBO 80,ANDHRA,SAI BALAJI AGENCIES KAVALI,AIRCOOLER,"123,900.00",CVCRM
2011,08-05-2019,SI-CBO 81,ANDHRA,SAI BALAJI AGENCIES KAVALI,AIRCOOLER,"3,540.00",CVCRM
2012,08-05-2019,SI-CBO 82,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,AIRCOOLER,"2,000.00",CVCRM
2013,08-05-2019,SI-CBO 83,ANDHRA,MH ENTERPRISES,AIRCOOLER,"106,200.00",CVCRM
2014,08-05-2019,SI-CCBO 79,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,STORM AIR COOLER,"12,000.00",CVCRM
2015,08-05-2019,SI-CCBO 79,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,STORM AIR COOLER,"24,500.00",CVCRM
2016,08-05-2019,SI-CCBO 79,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,TAX FOR COOLERS,"2,440.00",CVCRM
2017,08-05-2019,SI-CCBO 80,ONGOLE,SAI BALAJI AGENCIES KAVALI,SAFARI AIR COOLER,"50,040.00",CVCRM
2018,08-05-2019,SI-CCBO 80,ONGOLE,SAI BALAJI AGENCIES KAVALI,STORM AIR COOLER,"46,440.00",CVCRM
2019,08-05-2019,SI-CCBO 80,ONGOLE,SAI BALAJI AGENCIES KAVALI,CVCRM TANK,7.00,CVCRM
2020,08-05-2019,SI-CCBO 80,ONGOLE,SAI BALAJI AGENCIES KAVALI,SPARES,2.00,SKYZEN
2021,08-05-2019,SI-CCBO 82,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SAFARI AIR COOLER,"1,500.00",CVCRM
2022,08-05-2019,SI-CCBO 82,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TAX FOR COOLERS,305.00,CVCRM
2023,08-05-2019,SI-CCBO 82,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SAFARI AIR COOLER,"80,500.00",CVCRM
2024,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,STORM AIR COOLER,"35,800.00",CVCRM
2025,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,SAFARI AIR COOLER,"75,600.00",CVCRM
2026,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,CVCRM TANK,"4,250.00",CVCRM
2027,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,CDO-120H MOTOR,"4,250.00",SKYZEN
2028,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,SPARES(COOLERS),0.20,CVCRM
2029,08-05-2019,SI-CCBO 83,ONGOLE,MH ENTERPRISES,,-0.20,SKYZEN
2030,08-05-2019,SI-P 31,ANDHRA,SAI TEJA ELECTRONICS,AIRCOOLER,"5,000.00",CVCRM
2031,08-05-2019,SI-P 32,ANDHRA,SAIRAM ENTERPRISES,AIRCOOLER,"12,000.00",CVCRM
2032,08-05-2019,SI-SCH 46,TELANGANA,RISHI ENTERPRISES,SKY MINI CUTE,"57,560.00",SKYZEN
2033,08-05-2019,SI-SCH 47,TELANGANA,KAVITHA ELECTRONICS,SKY Thunder Cool 18AL,"38,870.00",SKYZEN
2034,08-05-2019,SI-SCH 47,TELANGANA,KAVITHA ELECTRONICS,SKY Super 5000,"35,225.00",SKYZEN
2035,08-05-2019,SI-SCO 40,ANDHRA,THIRUMALA PLASTIC,SKY MINI CUTE,"3,500.00",SKYZEN
2036,08-05-2019,SI-SCV 78,ANDHRA,INNOVATION,SKY Thunder Cool 18AL,"23,451.00",SKYZEN
2037,08-05-2019,SI-SCV 78,ANDHRA,INNOVATION,SKY Smart Cool 18ALH,"26,805.00",SKYZEN
2038,08-05-2019,SI-SCV 78,ANDHRA,INNOVATION,SKY Smart Cool INV-R-H+USB,"32,922.00",SKYZEN
2039,08-05-2019,SI-SLH 33,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M32S,"64,740.00",SKYZEN
2040,08-05-2019,SI-SLH 34,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M24D,"27,820.00",SKYZEN
2041,08-05-2019,SI-SLH 35,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M65S,"63,750.00",SKYZEN
2042,08-05-2019,SI-SOH 41,TELANGANA,MS AGENCIES,SKY SEMI WM SD 72R,"13,980.00",SKYZEN
2043,08-05-2019,SI-SOH 42,TELANGANA,VASAVI AGENCIES DHARMAVARAM,SKY SEMI WM SD 72R,"6,890.00",SKYZEN
2044,08-05-2019,SI-STIP 6,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY PEARL,"2,000.00",SKYZEN
2045,08-05-2019,SI-STIPG 17,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN JET COOL REMOTE,"180,000.00",KENSTAR
2046,08-05-2019,SI-STIPG 17,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL SUPER,"8,200.00",KENSTAR
2047,08-05-2019,SI-SYV 10,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,SYM TOUCH 55,"174,400.00",SYMPHONY
2048,08-05-2019,SI-SZP 23,ANDHRA,RAFI ELECTRONICS,SKY PEARL,"3,300.00",SKYZEN
2049,08-05-2019,SI-SZP 24,ANDHRA,E BAZAR PNR,SKY Smart Cool 18AL,"43,800.00",SKYZEN
2050,08-05-2019,SI-V 5,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,KUNSTOCHILL-DX,"99,000.00",KUNSTOCOM
2051,08-05-2019,TO-CSI-ONG 3,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"39,000.00",CVCRM
2052,08-05-2019,TO-SI-ONG 18,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),STORM BODY,"31,000.00",CVCRM
2053,08-05-2019,TO-SI-ONG 18,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),ROTARY SWITCH FUNCTION ERS 14M,"1,500.00",SKYZEN
2054,08-05-2019,TP-SI-MFGP 117,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"18,000.00",CVCRM
2055,08-05-2019,TP-SI-MFGP 118,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,SAFARI AIR COOLER,"18,000.00",CVCRM
2056,08-05-2019,TP-SI-MFGP 119,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"7,200.00",CVCRM
2057,08-05-2019,TP-SI-MFGP 120,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,600.00",CVCRM
2058,08-05-2019,TP-SI-MFGP 121,PONNUR,GANESH ENTERPRISES,STORM AIR COOLER,"10,800.00",CVCRM
2059,08-05-2019,TP-SI-MFGP 121,PONNUR,GANESH ENTERPRISES,SAFARI AIR COOLER,"7,200.00",CVCRM
2060,08-05-2019,TP-SI-MFGP 121,PONNUR,GANESH ENTERPRISES,JUMBO AIR COOLER,"7,200.00",CVCRM
2061,08-05-2019,TP-SI-MFGP 122,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"14,400.00",CVCRM
2062,08-05-2019,TP-SI-MFGP 122,PONNUR,ANWAR HOME NEEDS,STORM AIR COOLER,"14,400.00",CVCRM
2063,08-05-2019,TP-SI-MFGP 123,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"3,600.00",CVCRM
2064,08-05-2019,TP-SI-MFGP 123,PONNUR,RAFI ELECTRONICS,STORM AIR COOLER,"18,000.00",CVCRM
2065,08-05-2019,TP-SI-MFGP 124,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,STORM AIR COOLER,"14,400.00",CVCRM
2066,08-05-2019,TP-SI-MFGP 124,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,SAFARI AIR COOLER,"3,600.00",CVCRM
2067,08-05-2019,TP-SI-MFGP 125,PONNUR,RAMU ELECTRONICS,STORM AIR COOLER,"14,400.00",CVCRM
2068,08-05-2019,TP-SI-MFGP 125,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"3,600.00",CVCRM
2069,08-05-2019,TP-SI-MFGP 126,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"6,800.00",CVCRM
2070,08-05-2019,TP-SI-MFGP 127,PONNUR,RAMESH AUTO (PONNUR),FAN MOTOR,650.00,CVCRM
2071,08-05-2019,TP-SI-P 31,PONNUR,SAI TEJA ELECTRONICS,STORM AIR COOLER,"11,200.00",CVCRM
2072,08-05-2019,TP-SI-P 31,PONNUR,SAI TEJA ELECTRONICS,SAFARI AIR COOLER,"2,900.00",CVCRM
2073,08-05-2019,TP-SI-P 31,PONNUR,SAI TEJA ELECTRONICS,TAX FOR COOLERS,750.00,CVCRM
2074,08-05-2019,TP-SI-P 32,PONNUR,SAIRAM ENTERPRISES,SAFARI AIR COOLER,"13,000.00",CVCRM
2075,08-05-2019,TP-SI-P 32,PONNUR,SAIRAM ENTERPRISES,STORM AIR COOLER,"18,200.00",CVCRM
2076,08-05-2019,TP-SI-P 32,PONNUR,SAIRAM ENTERPRISES,TAX FOR COOLERS,"1,560.00",CVCRM
2077,09-05-2019,CSI-ONG 54,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"7,000.00",CVCRM
2078,09-05-2019,CSI-ONG 55,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"5,000.00",CVCRM
2079,09-05-2019,CSI-ONG 56,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"12,000.00",SKYZEN
2080,09-05-2019,CSI-ONG 57,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"6,000.00",SKYZEN
2081,09-05-2019,CSI-ONG 58,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"4,700.00",CVCRM
2082,09-05-2019,CSI-P 10,ANDHRA,Cash Account AKV,SKY Smart Cool 18AL,"8,000.00",SKYZEN
2083,09-05-2019,CSI-P 11,ANDHRA,Cash Account AKV,SKY Smart Cool 18AL,"8,000.00",SKYZEN
2084,09-05-2019,SI-CBO 84,ANDHRA,JYOTHI ELECTRONICS,AIRCOOLER,"160,000.00",CVCRM
2085,09-05-2019,SI-CBO 85,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"44,000.00",CVCRM
2086,09-05-2019,SI-CBO 86,ANDHRA,SRI VIGNESWARA ELECTRICALS AND AGENCIES,AIRCOOLER,"108,000.00",CVCRM
2087,09-05-2019,SI-CBO 86,ANDHRA,SRI VIGNESWARA ELECTRICALS AND AGENCIES,SKY WASHER SZ 802,"4,700.00",SKYZEN
2088,09-05-2019,SI-CCBO 84,ONGOLE,JYOTHI ELECTRONICS,TYPHOON AIR COOLER HONEY COMB,"115,000.00",CVCRM
2089,09-05-2019,SI-CCBO 84,ONGOLE,JYOTHI ELECTRONICS,TYPHOON AIR COOLER,"57,000.00",CVCRM
2090,09-05-2019,SI-CCBO 84,ONGOLE,JYOTHI ELECTRONICS,TAX FOR COOLERS,"24,400.00",CVCRM
2091,09-05-2019,SI-CCBO 84,ONGOLE,JYOTHI ELECTRONICS,CVCRM TANK,0.10,CVCRM
2092,09-05-2019,SI-CCBO 84,ONGOLE,JYOTHI ELECTRONICS,,-0.10,SKYZEN
2093,09-05-2019,SI-CCBO 85,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"32,780.00",CVCRM
2094,09-05-2019,SI-CCBO 85,ONGOLE,MURALI ELECTRONICS,TAX FOR COOLERS,"6,710.00",CVCRM
2095,09-05-2019,SI-CCBO 86,ONGOLE,SRI VIGNESWARA ELECTRICALS AND AGENCIES,TYPHOON AIR COOLER,"102,600.00",CVCRM
2096,09-05-2019,SI-CCBO 86,ONGOLE,SRI VIGNESWARA ELECTRICALS AND AGENCIES,TAX FOR COOLERS,"16,470.00",CVCRM
2097,09-05-2019,SI-CRMV 41,ANDHRA,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,AIRCOOLER,"15,000.00",CVCRM
2098,09-05-2019,SI-CRMV 42,ANDHRA,KAMADHENU ELECTRONICS,AIRCOOLER,"15,000.00",CVCRM
2099,09-05-2019,SI-CRMV 43,ANDHRA,RAMA ELECTRONICS,AIRCOOLER,"8,000.00",CVCRM
2100,09-05-2019,SI-KSV 45,ANDHRA,NARAYANA EMPORIUM,KEN TURBOCOOL SUPER,"119,000.00",KENSTAR
2101,09-05-2019,SI-P 33,ANDHRA,SAI TEJA ELECTRONICS,AIRCOOLER,"4,000.00",CVCRM
2102,09-05-2019,SI-SCH 48,TELANGANA,RISHI ENTERPRISES,SKY Smart Cool 18ALH,"15,454.00",SKYZEN
2103,09-05-2019,SI-SCH 48,TELANGANA,RISHI ENTERPRISES,SKY MINI CUTE,"23,024.00",SKYZEN
2104,09-05-2019,SI-SCH 49,TELANGANA,RISHI ENTERPRISES,SKY Thunder Cool 18AL,"55,848.00",SKYZEN
2105,09-05-2019,SI-SCH 49,TELANGANA,RISHI ENTERPRISES,SKY Smart Cool 18AL,"56,848.00",SKYZEN
2106,09-05-2019,SI-SCH 49,TELANGANA,RISHI ENTERPRISES,SKY Smart Cool 18ALH,"30,908.00",SKYZEN
2107,09-05-2019,SI-SCH 49,TELANGANA,RISHI ENTERPRISES,SKY Smile Blower,"28,782.00",SKYZEN
2108,09-05-2019,SI-SCV 79,ANDHRA,RADHA KRISHNA ELECTRONICS,SKY Super Cool 16AL,"29,636.00",SKYZEN
2109,09-05-2019,SI-SCV 80,ANDHRA,KASIM,SKY Thunder Cool 18AL,"7,500.00",SKYZEN
2110,09-05-2019,SI-SOH 43,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 900,"101,775.00",SKYZEN
2111,09-05-2019,SI-SOH 44,TELANGANA,RISHI ENTERPRISES,SKY WASHER SZ 900,"85,900.00",SKYZEN
2112,09-05-2019,SI-SOH 45,TELANGANA,ASIAN ELECTRONICS,SKY WASHER SZ 900,"64,425.00",SKYZEN
2113,09-05-2019,SI-SOH 45,TELANGANA,ASIAN ELECTRONICS,SKY SEMI WM SD 75P,"64,710.00",SKYZEN
2114,09-05-2019,SI-SOH 46,TELANGANA,THIRUMALA ELECTRONICS AND ENTERPRISES,SKY WASHER SZ 900,"64,425.00",SKYZEN
2115,09-05-2019,SI-SOH 47,TELANGANA,VAISHNAVI MARKETING,SKY WASHER SZ 900,"107,375.00",SKYZEN
2116,09-05-2019,SI-SOV 43,ANDHRA,SRI KAMAKSHI THAI IMPEX,SKY WATER DIS 21B FSR,"6,200.00",SKYZEN
2117,09-05-2019,SI-STIPG 18,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Vibrant 18AL /HPL,"120,000.00",SKYZEN
2118,09-05-2019,SI-STIPG 18,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Smile Blower,"5,500.00",SKYZEN
2119,09-05-2019,SI-STIPG 18,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Smile Trolly,450.00,SKYZEN
2120,09-05-2019,SI-SYV 11,ANDHRA,SHIRID SAI ELECTRONICS,SYM DIAMOND 41DB WITH TROLLEY,"20,700.00",SYMPHONY
2121,09-05-2019,SI-SZP 25,ANDHRA,E BAZAR PNR,SKY Smart Cool 18AL,"73,000.00",SKYZEN
2122,09-05-2019,SI-SZP 27,ANDHRA,RAMU ELECTRONICS,SKY PEARL,"6,600.00",SKYZEN
2123,09-05-2019,SI-SZP 28,ANDHRA,RAFI ELECTRONICS,SKY PEARL,"3,300.00",SKYZEN
2124,09-05-2019,TG-SI-CRMV 41,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,SAFARI AIR COOLER,"20,000.00",CVCRM
