SNo,Date,Voucher No,Receipt Mode,Branch,Party,Account,Net Amount,Division
376,30-04-2019,RBR-P 276,Cheques,ANDHRA,EWEL GROUP INDIA PRIVATE LIMITED,HDFC BANK OD 0425,"596,807.00",SKYZEN
377,30-04-2019,RBR-P 277,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
378,30-04-2019,RBR-P 278,Cheques,ANDHRA,SIVA ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
379,30-04-2019,RBR-P 279,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
380,30-04-2019,RBR-P 280,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"200,000.00",SKYZEN
381,30-04-2019,RBR-P 281,Cheques,ANDHRA,J.B HOME NEEDS,HDFC BANK OD 0425,"25,850.00",SKYZEN
382,30-04-2019,RBR-P 282,Cheques,TELANGANA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
383,30-04-2019,RBR-P 283,Cheques,ANDHRA,LAKSHMINARAYANA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
384,30-04-2019,RBR-P 284,Cheques,ANDHRA,CANCEL DEALER,HDFC BANK OD 0425,0.01,SKYZEN
385,30-04-2019,RBR-P 285,Cheques,TELANGANA,VASAVI TIME VISION,HDFC BANK OD 0425,"30,000.00",SKYZEN
386,30-04-2019,RBR-P 286,Cheques,ANDHRA,LAKSHMI ELECTRONICS / GRL,HDFC BANK OD 0425,"48,000.00",SKYZEN
387,30-04-2019,TG-RP-V 47,Cash,GOLLAPUDI,NAGA SIVA ELECTRONICS,Travelling Cash Nani,"141,840.00",SKYZEN
388,30-04-2019,TG-RP-V 48,Cash,GOLLAPUDI,TEJA MOBILE WORLD,Travelling Cash Nani,"138,400.00",SKYZEN
389,30-04-2019,TG-RP-V 49,Cash,GOLLAPUDI,KAMAL ELECTRICALS,Cash Account Dileep,"597,600.00",SKYZEN
390,1/5/2019,RBR-P 287,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"251,000.00",SKYZEN
391,1/5/2019,RBR-P 288,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
392,1/5/2019,RBR-P 289,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"23,000.00",SKYZEN
393,1/5/2019,RBR-P 290,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,1,SKYZEN
394,2/5/2019,RBR-P 291,Cheques,ANDHRA,UTSAV FURNITURE AND ELECTRONICS-,HDFC BANK OD 0425,"200,000.00",SKYZEN
395,2/5/2019,RBR-P 292,Cheques,ANDHRA,NARAYANA EMPORIUM,HDFC BANK OD 0425,"200,000.00",SKYZEN
396,2/5/2019,RBR-P 293,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
397,2/5/2019,RBR-P 294,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"15,000.00",SKYZEN
398,2/5/2019,RBR-P 295,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"36,580.00",SKYZEN
399,2/5/2019,RBR-P 296,Cheques,ANDHRA,SRINIVASA SELECTIONS,HDFC BANK OD 0425,"24,780.00",SKYZEN
400,2/5/2019,RBR-P 297,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"38,000.00",SKYZEN
401,2/5/2019,RBR-P 298,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
402,2/5/2019,RBR-P 299,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"19,890.00",SKYZEN
403,2/5/2019,TG-RP-V 50,Cash,GOLLAPUDI,KRISHNAENTERPRISES,Travelling Cash Ratnakumar,"31,368.00",SKYZEN
404,2/5/2019,TG-RP-V 51,Cash,GOLLAPUDI,NYNI ENTERPRISES,Travelling Cash Ratnakumar,"31,368.00",SKYZEN
405,2/5/2019,TG-RP-V 52,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"40,000.00",SKYZEN
406,2/5/2019,TG-RP-V 54,Cash,GOLLAPUDI,BALAJI  HOME NEEDS,Travelling Cash Pavan,"19,850.00",SKYZEN
407,3/5/2019,RBR-P 300,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"60,477.00",SKYZEN
408,3/5/2019,RBR-P 301,Cheques,ANDHRA,SRINIVASA SELECTIONS,HDFC BANK OD 0425,"17,700.00",SKYZEN
409,3/5/2019,RBR-P 302,Cheques,ANDHRA,BHAVANI AGENCIES AND SERVICES,HDFC BANK OD 0425,"24,000.00",CVCRM
410,3/5/2019,RBR-P 303,Cheques,TELANGANA,AMBIKA APPLIANCES PVT LTD,HDFC BANK OD 0425,"500,000.00",SKYZEN
411,3/5/2019,RBR-P 304,Cheques,ANDHRA,NEW GLASS HOUSE,HDFC BANK OD 0425,"20,000.00",SKYZEN
412,3/5/2019,RBR-P 305,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"30,000.00",SKYZEN
413,3/5/2019,RBR-P 306,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"35,000.00",SKYZEN
414,3/5/2019,RBR-P 307,Cheques,ANDHRA,RK DIGITAL SHOPPY,HDFC BANK OD 0425,"50,000.00",SKYZEN
415,3/5/2019,RBR-P 308,Cheques,ANDHRA,PENTA RAMACHENDRA RAO & SONS,HDFC BANK OD 0425,"15,000.00",SKYZEN
416,3/5/2019,RBR-P 309,Cheques,ANDHRA,SRI SAI LAKSHMI AGENCIES,HDFC BANK OD 0425,"15,200.00",SKYZEN
417,3/5/2019,RBR-P 310,Cheques,ANDHRA,PENTA RAMACHENDRA RAO & SONS,HDFC BANK OD 0425,"13,450.00",SKYZEN
418,3/5/2019,RBR-P 311,Cheques,ANDHRA,NYNI ENTERPRISES,HDFC BANK OD 0425,"9,000.00",SKYZEN
419,3/5/2019,RBR-P 319,Cheques,ANDHRA,SRINIVASA SELECTIONS,HDFC BANK OD 0425,"1,000.00",SKYZEN
420,3/5/2019,TG-RP-V 53,Cash,GOLLAPUDI,HARI PRIYA ELECTRONICS,Travelling Cash Raja,"19,260.00",SKYZEN
421,4/5/2019,RBR-P 312,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"10,000.00",SKYZEN
422,4/5/2019,RBR-P 313,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"45,450.00",SKYZEN
423,4/5/2019,RBR-P 314,Cheques,ANDHRA,LEO DECCAN ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
424,4/5/2019,RBR-P 315,Cheques,ANDHRA,TRILOK ELECTRONICS,HDFC BANK OD 0425,"23,766.00",SKYZEN
425,4/5/2019,RBR-P 316,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"43,561.00",SKYZEN
426,4/5/2019,RBR-P 317,Cheques,ANDHRA,MURALI ELECTRONICS,HDFC BANK OD 0425,"300,000.00",SKYZEN
427,4/5/2019,RBR-P 318,Cheques,ANDHRA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"94,735.00",SKYZEN
428,4/5/2019,RP-HR 8,Cash,ANDHRA,HARSHITHA HOME NEEDS,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
429,4/5/2019,RP-HR 9,Cash,ANDHRA,SRI VIJAYA LAKSHMI ENTER PRISES,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
430,5/5/2019,RP-JP 14,Cash,ANDHRA,GAYATRI MEGA FURNITURE,Travelling Cash Pavan,"10,000.00",SKYZEN
431,5/5/2019,RP-JP 15,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
432,5/5/2019,RP-JP 16,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
433,6/5/2019,RBR-P 153,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"16,000.00",SKYZEN
434,6/5/2019,RBR-P 320,Cheques,ANDHRA,LAASYA SRI ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
435,6/5/2019,RBR-P 321,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"20,000.00",SKYZEN
436,6/5/2019,RBR-P 322,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
437,6/5/2019,RBR-P 323,Cheques,ANDHRA,SRI SAI KRISHNA FURNITURE&HOME NEEDS,HDFC BANK OD 0425,"32,350.00",SKYZEN
438,6/5/2019,RBR-P 324,Cheques,ANDHRA,JAYAENTERPRISES,HDFC BANK OD 0425,"90,700.00",SKYZEN
439,6/5/2019,RBR-P 325,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"12,000.00",SKYZEN
440,6/5/2019,RBR-P 326,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
441,6/5/2019,RBR-P 327,Cheques,TELANGANA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"77,880.00",SKYZEN
442,6/5/2019,RBR-P 328,Cheques,ANDHRA,PVR FURNITURE & HOME NEEDS,HDFC BANK OD 0425,"57,194.00",SKYZEN
443,6/5/2019,RBR-P 329,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"30,000.00",SKYZEN
444,6/5/2019,RP-V 13,Cash,ANDHRA,SRI VENKATESWARA ENTERPRISES,Cash Account Dileep,"8,690.00",SKYZEN
445,6/5/2019,RP-V 15,Cash,ANDHRA,ROSHAN LIGHTS,Travelling Cash Raja,"4,000.00",SKYZEN
446,6/5/2019,RP-V 16,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
447,6/5/2019,RP-V 17,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
448,6/5/2019,TG-RP-V 55,Cash,GOLLAPUDI,MAHAVIR AGENCIES,Cash Account Dileep,"500,000.00",SKYZEN
449,7/5/2019,RBR-P 330,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
450,7/5/2019,RBR-P 331,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"337,120.00",SKYZEN
451,7/5/2019,RBR-P 332,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"40,000.00",SKYZEN
452,7/5/2019,RBR-P 333,Cheques,ANDHRA,SRI SATYA SAI HOMENEEDS TV&FUR SHOWROOM,HDFC BANK OD 0425,"40,800.00",SKYZEN
453,7/5/2019,RBR-P 334,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
454,7/5/2019,RBR-P 335,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
455,7/5/2019,RBR-P 336,Cheques,TELANGANA,MADHUSUDHANA RAO K,HDFC BANK OD 0425,"7,000.00",SKYZEN
456,7/5/2019,RBR-P 338,Cheques,ANDHRA,RK DIGITAL SHOPPY,HDFC BANK OD 0425,"50,000.00",SKYZEN
457,7/5/2019,RBR-P 339,Cheques,ANDHRA,A P FURNITURE MALL,HDFC BANK OD 0425,"20,000.00",KENSTAR
458,7/5/2019,RBR-P 340,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
459,7/5/2019,RBR-P 341,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES,HDFC BANK OD 0425,"110,000.00",SKYZEN
460,7/5/2019,RP-JP 17,Cash,ANDHRA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
461,7/5/2019,RP-JP 18,Cash,ANDHRA,VYJAYANTHI ENTERPRISES,Travelling Cash Pavan,"7,700.00",SKYZEN
462,7/5/2019,RP-V 14,Cash,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
463,7/5/2019,RP-V 18,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
464,7/5/2019,RP-V 19,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
465,8/5/2019,RBR-P 342,Cheques,ANDHRA,SRI SAI JYOTHI ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
466,8/5/2019,RBR-P 343,Cheques,ANDHRA,SHIVA INDUSTRIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
467,8/5/2019,RBR-P 344,Cheques,ANDHRA,ANWAR ELECTRONICS,HDFC BANK OD 0425,"66,390.00",KENSTAR
468,8/5/2019,RBR-P 345,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"30,000.00",SKYZEN
469,8/5/2019,RBR-P 346,Cheques,ANDHRA,BHAVANI AGENCIES AND SERVICES,HDFC BANK OD 0425,"24,000.00",CVCRM
470,8/5/2019,RBR-P 347,Cheques,ANDHRA,VASUDHA HOME APPLEINCESS,HDFC BANK OD 0425,"130,360.00",SKYZEN
471,8/5/2019,RBR-P 348,Cheques,ANDHRA,MURALI ELECTRONICS,HDFC BANK OD 0425,"500,000.00",CVCRM
472,8/5/2019,RBR-P 349,Cheques,ANDHRA,SRI VENKATESWARA ELE,HDFC BANK OD 0425,"26,100.00",SKYZEN
473,8/5/2019,RBR-P 350,Cheques,ANDHRA,THIRUMALA PLASTIC,HDFC BANK OD 0425,"3,500.00",SKYZEN
474,8/5/2019,RBR-P 351,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"200,000.00",SKYZEN
475,8/5/2019,RBR-P 352,Cheques,ANDHRA,SAI BABA ENTER PRISES,HDFC BANK OD 0425,"15,507.00",SKYZEN
476,8/5/2019,RP-V 20,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
477,8/5/2019,TG-RP-V 56,Cash,GOLLAPUDI,R K ENTERPRISES VJA,Travelling Cash Raja,"22,470.00",SKYZEN
478,8/5/2019,TG-RP-V 57,Cash,GOLLAPUDI,BALAJI ELECTRONICS  KANDUKURU,Travelling Cash Raja,"60,000.00",SKYZEN
479,8/5/2019,TG-RP-V 58,Cash,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,Travelling Cash Raja,"100,000.00",SKYZEN
480,8/5/2019,TG-RP-V 59,Cash,GOLLAPUDI,HARI PRIYA ELECTRONICS,Travelling Cash Raja,"35,000.00",SKYZEN
481,8/5/2019,TG-RP-V 60,Cash,GOLLAPUDI,NIHARIKA DIGITAL&HOME NEEDS,Travelling Cash Raja,"70,000.00",SKYZEN
482,8/5/2019,TG-RP-V 61,Cash,GOLLAPUDI,SRI SAROJINI AGENCIES,Travelling Cash Raja,"20,000.00",SKYZEN
483,9/5/2019,RBR-P 353,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"150,000.00",SKYZEN
484,9/5/2019,RBR-P 354,Cheques,TELANGANA,VASAVI TIME VISION,HDFC BANK OD 0425,"25,000.00",SKYZEN
485,9/5/2019,RBR-P 355,Cheques,ANDHRA,MAHALAKSHMI AGENCIES,HDFC BANK OD 0425,"124,000.00",SKYZEN
486,9/5/2019,RBR-P 356,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"17,950.00",SKYZEN
487,9/5/2019,RBR-P 357,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"31,890.00",SKYZEN
488,9/5/2019,RBR-P 358,Cheques,ANDHRA,STAR VISION TV SHOP,HDFC BANK OD 0425,"178,700.00",SKYZEN
489,9/5/2019,RBR-P 359,Cheques,ANDHRA,SRI VIGNESWARA ELECTRICALS AND AGENCIES,HDFC BANK OD 0425,"108,000.00",SKYZEN
490,9/5/2019,RBR-P 360,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"75,000.00",SKYZEN
491,9/5/2019,RBR-P 361,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
492,9/5/2019,RBR-P 362,Cheques,ANDHRA,SRI SAI LAKSHMI AGENCIES,HDFC BANK OD 0425,"35,980.00",SKYZEN
493,9/5/2019,RBR-P 363,Cheques,ANDHRA,MALPANI ANTENNA ELECTRONICS (P)LTD,HDFC BANK OD 0425,"140,000.00",SKYZEN
494,9/5/2019,RBR-P 364,Cheques,ANDHRA,DIVYA DIGITAL SHOPPE,HDFC BANK OD 0425,"30,000.00",SKYZEN
495,9/5/2019,RBR-P 365,Cheques,ANDHRA,KRISHNA GEETHA ENTERPRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
496,9/5/2019,RBR-P 366,Cheques,ANDHRA,SHIRID SAI ELECTRONICS,HDFC BANK OD 0425,"20,700.00",SKYZEN
497,9/5/2019,RBR-P 367,Cheques,ANDHRA,SWAMY AYYAPPA IRON SAFE & CO,HDFC BANK OD 0425,"33,466.00",SKYZEN
498,9/5/2019,RBR-P 368,Cheques,ANDHRA,SURYA ELECTRONICS,HDFC BANK OD 0425,"500,000.00",SKYZEN
499,9/5/2019,RBR-P 369,Cheques,ANDHRA,SRINIVASA TRADING CO,HDFC BANK OD 0425,"25,000.00",SKYZEN
500,9/5/2019,RBR-P 370,Cheques,ANDHRA,SAI HARIKA ENTERPRISES,HDFC BANK OD 0425,"41,870.00",SKYZEN
501,9/5/2019,RBR-P 371,Cheques,TELANGANA,LAXMI AUDIOS,HDFC BANK OD 0425,"200,000.00",SKYZEN
502,9/5/2019,RP-HR 10,Cash,ANDHRA,SRI VENKATESWARA HOME NEEDS,Travelling Cash Harnatha reddy,"10,000.00",SKYZEN
503,9/5/2019,RP-V 21,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
504,9/5/2019,RP-V 22,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
505,9/5/2019,TG-RP-V 62,Cash,GOLLAPUDI,SRI RAJESWARI ENTERPRISES,Travelling Cash Nani,"20,187.00",SKYZEN
506,10/5/2019,RBR-P 372,Cheques,ANDHRA,BALAJI ENTERPRISESS,HDFC BANK OD 0425,"25,000.00",SKYZEN
507,10/5/2019,RBR-P 373,Cheques,ANDHRA,LORD VENKATESWARA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
508,10/5/2019,RBR-P 374,Cheques,ANDHRA,SATYA ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
509,10/5/2019,RBR-P 375,Cheques,ANDHRA,SRI SAI JYOTHI ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
510,10/5/2019,RBR-P 376,Cheques,ANDHRA,SRI KRISHNA ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
511,10/5/2019,RBR-P 377,Cheques,ANDHRA,SRI LAKSHMI AGENCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
512,10/5/2019,RBR-P 378,Cheques,ANDHRA,SIDDHI VINAYAKA ENTER PRISES,HDFC BANK OD 0425,"25,000.00",SKYZEN
513,10/5/2019,RBR-P 379,Cheques,ANDHRA,ASHA ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
514,10/5/2019,RBR-P 380,Cheques,ANDHRA,SRI SAI RAM ELECTRONICSS,HDFC BANK OD 0425,"50,000.00",SKYZEN
515,10/5/2019,RBR-P 381,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"35,000.00",SKYZEN
516,10/5/2019,RBR-P 382,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"20,000.00",SKYZEN
517,10/5/2019,RBR-P 383,Cheques,ANDHRA,RAGHAVENDRA ELE GDV,HDFC BANK OD 0425,"120,000.00",CVCRM
518,10/5/2019,RBR-P 384,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
519,10/5/2019,RBR-P 385,Cheques,ANDHRA,GUPTA ENTERPRISES,HDFC BANK OD 0425,"44,000.00",SKYZEN
520,10/5/2019,RBR-P 386,Cheques,ANDHRA,UTSAV FURNITURE AND ELECTRONICS-,HDFC BANK OD 0425,"210,000.00",SKYZEN
521,10/5/2019,RBR-P 387,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
522,10/5/2019,RBR-P 388,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
523,10/5/2019,RP-HR 11,Cash,ANDHRA,SRI VENKATESWARA HOME NEEDS,Travelling Cash Harnatha reddy,"10,000.00",SKYZEN
524,10/5/2019,RP-JP 19,Cash,ANDHRA,VIJAYALAKSHMI ENTERPRISES,Travelling Cash Pavan,"6,000.00",SKYZEN
525,10/5/2019,RP-JP 20,Cash,ANDHRA,SURYA TEJA SHOPPING MALL,Travelling Cash Pavan,"10,000.00",SKYZEN
526,10/5/2019,RP-V 23,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
527,10/5/2019,RP-V 24,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"10,000.00",SKYZEN
528,10/5/2019,TG-RP-V 71,Cash,GOLLAPUDI,MARUTHI ELE & HOME NEEDS,Travelling Cash Raja,"7,000.00",SKYZEN
529,11/5/2019,RBR-P 389,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
530,11/5/2019,RBR-P 390,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"9,000.00",SKYZEN
531,11/5/2019,RBR-P 391,Cheques,ANDHRA,KAMADHENU ELECTRONICS,HDFC BANK OD 0425,"15,000.00",CVCRM
532,11/5/2019,RP-HR 12,Cash,ANDHRA,HARSHITHA HOME NEEDS,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
533,11/5/2019,RP-HR 13,Cash,ANDHRA,SRI VIJAYA LAKSHMI ENTER PRISES,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
534,11/5/2019,RP-RK 24,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"9,000.00",SKYZEN
535,11/5/2019,RP-RK 25,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
536,11/5/2019,RP-RK 26,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
537,11/5/2019,RP-V 25,Cash,ANDHRA,VIJAYALAKSHMI ELECTRONICS & HOME APPLIENCES,Travelling Cash Raja,"9,000.00",SKYZEN
538,11/5/2019,TG-RP-V 63,Cash,GOLLAPUDI,SRI SURYA SONOVISION FURNITURE &ELECTRONICS,Travelling Cash Ratnakumar,"63,936.00",SKYZEN
539,11/5/2019,TG-RP-V 64,Cash,GOLLAPUDI,KAMADHENU ELECTRONICS,Travelling Cash Ratnakumar,"60,230.00",SKYZEN
540,11/5/2019,TG-RP-V 65,Cash,GOLLAPUDI,KAMADHENU ELECTRONICS,Travelling Cash Ratnakumar,"2,000.00",SKYZEN
541,11/5/2019,TG-RP-V 66,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"12,000.00",SKYZEN
542,11/5/2019,TG-RP-V 67,Cash,GOLLAPUDI,MY HOME SHOPPY,Travelling Cash Ratnakumar,"31,768.00",SKYZEN
543,11/5/2019,TG-RP-V 68,Cash,GOLLAPUDI,KALYANA CHAKRAVARTHI,Travelling Cash Pavan,"7,960.00",SKYZEN
544,11/5/2019,TG-RP-V 69,Cash,GOLLAPUDI,GOPI KRISHNA ELE,Travelling Cash Raja,"100,000.00",SKYZEN
545,11/5/2019,TG-RP-V 70,Cash,GOLLAPUDI,RAGHAVENDRA ELE GDV,Travelling Cash Raja,"100,000.00",SKYZEN
546,11/5/2019,TP-RP-VI 1,Cash,PONNUR,SAIRAM ENTERPRISES,Travelling Cash Vinaya,"50,000.00",CVCRM
547,13-05-2019,RBR-P 392,Cheques,ANDHRA,NIVAS ENTERPRISES,HDFC BANK OD 0425,"459,930.00",SKYZEN
548,13-05-2019,RBR-P 393,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"209,500.00",SKYZEN
549,13-05-2019,RBR-P 394,Cheques,ANDHRA,DREAM ENTERPRISES,HDFC BANK OD 0425,"174,000.00",SKYZEN
550,13-05-2019,RBR-P 395,Cheques,TELANGANA,VASAVI TIME VISION,HDFC BANK OD 0425,"30,000.00",SKYZEN
551,13-05-2019,RBR-P 396,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"376,750.00",CVCRM
552,13-05-2019,RBR-P 397,Cheques,ANDHRA,BHAGYA LAKSHMI HOME NEEDS,HDFC BANK OD 0425,"27,300.00",SKYZEN
553,13-05-2019,RBR-P 398,Cheques,ANDHRA,SREE BALAJI AGENCIES,HDFC BANK OD 0425,"360,000.00",SKYZEN
554,13-05-2019,RBR-P 399,Cheques,ANDHRA,INNOVATIONS SHOPPING MALL,HDFC BANK OD 0425,"100,000.00",KENSTAR
555,13-05-2019,RBR-P 400,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
556,13-05-2019,RBR-P 401,Cheques,ANDHRA,DIVYA ELECTRONICS AND ELECTRICALS,HDFC BANK OD 0425,"444,000.00",CVCRM
557,13-05-2019,RBR-P 402,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"20,000.00",SKYZEN
558,13-05-2019,RBR-P 403,Cheques,ANDHRA,VISWESWARA AGENCIES,HDFC BANK OD 0425,"24,000.00",SKYZEN
559,13-05-2019,RBR-P 404,Cheques,ANDHRA,SRI SAI KRISHNA FURNITURE&HOME NEEDS,HDFC BANK OD 0425,"32,350.00",SKYZEN
560,13-05-2019,RBR-P 405,Cheques,ANDHRA,SRI MANIKANTA TRADING CO,HDFC BANK OD 0425,"4,500.00",SKYZEN
561,13-05-2019,RBR-P 406,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"77,880.00",SKYZEN
562,13-05-2019,RBR-P 407,Cheques,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,HDFC BANK OD 0425,"50,000.00",SKYZEN
