SNo,Date,Voucher No,Branch,Party,Purchase Account,Product,Net Amount,Division
359,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 120 COMMON MOTOR,"4,823.84",SERVICE
360,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,106.20,SERVICE
361,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,MAINS CARD CVCRM,401.20,SERVICE
362,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,ROTARY SWITCH FUNCTION ERS 14M,"1,416.00",SKYZEN
363,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,76.70,SERVICE
364,25-04-2019,PV-ONG 107,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.06,SKYZEN
365,25-04-2019,PV-ONG 98,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"310,847.40",SKYZEN
366,25-04-2019,PV-ONG 98,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
367,25-04-2019,PV-ONG 99,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"15,576.00",CVCRM
368,25-04-2019,PV-ONG 99,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"88,175.50",CVCRM
369,25-04-2019,PV-ONG 99,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
370,26-04-2019,PV-ONG 108,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"135,464.00",SKYZEN
371,26-04-2019,PV-ONG 109,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"51,188.40",SKYZEN
372,26-04-2019,PV-ONG 109,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
373,26-04-2019,PV-ONG 110,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI WHITE AIR COOLER,"33,228.80",CVCRM
374,26-04-2019,PV-ONG 110,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
375,26-04-2019,PV-ONG 111,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"15,576.00",CVCRM
376,26-04-2019,PV-ONG 111,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"37,583.00",CVCRM
377,26-04-2019,PV-ONG 111,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"78,617.50",CVCRM
378,26-04-2019,PV-ONG 111,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
379,26-04-2019,PV-ONG 112,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"9,338.52",SKYZEN
380,26-04-2019,PV-ONG 112,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.48,SKYZEN
381,26-04-2019,PV-ONG 113,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"28,320.00",CVCRM
382,26-04-2019,PV-P 5,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"39,648.00",CVCRM
383,26-04-2019,PV-SRNG 2,ANDHRA,HARI PRIYA ELECTRONICS,Purchase of 18% Items,AIRCOOLER,"20,000.00",CVCRM
384,26-04-2019,PV-SRNG 3,ANDHRA,RR ELECTRONICS,Purchase of 18% Items,AIRCOOLER,"10,170.00",CVCRM
385,26-04-2019,PV-SRNG 4,ANDHRA,SONOVISION WATCH AND ELECTRONICS,Purchase of 28% Items,SKYZEN LED M55S,"48,790.00",SKYZEN
386,26-04-2019,PV-SRNG 4,ANDHRA,SONOVISION WATCH AND ELECTRONICS,Purchase of 28% Items,SKYZEN LED M65S,"82,390.00",SKYZEN
387,26-04-2019,PV-V 15,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"199,809.40",SKYZEN
388,26-04-2019,PV-V 15,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
389,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER WASH MOTOR 135W,"7,080.00",SERVICE
390,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 036H HIPPO MOTOR,"10,270.72",SERVICE
391,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"28,414.40",SERVICE
392,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,778.80,SERVICE
393,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,944.00,SERVICE
394,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,755.20,SERVICE
395,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"14,797.20",SERVICE
396,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"2,601.90",SERVICE
397,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,"1,180.00",SERVICE
398,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (REGULAR),265.50,CVCRM
399,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),265.50,CVCRM
400,26-04-2019,PV-V 20,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.22,SKYZEN
401,26-04-2019,PV-V 21,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"14,407.68",CVCRM
402,26-04-2019,PV-V 21,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.32,SKYZEN
403,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BACK PANEL,672.60,SKYZEN
404,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SIDE PANEL,"2,100.40",SKYZEN
405,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AUTO SWING KNOB,236.00,SKYZEN
406,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SIDE PANEL,"1,298.00",SKYZEN
407,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY TANK,"2,265.60",SKYZEN
408,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SMILE BLOWER B120,413.00,SKYZEN
409,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,FRONT PANEL,"3,433.80",SKYZEN
410,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WASHER PULSATOR 8 KG,283.20,SKYZEN
411,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER KNOB-A,"1,534.00",SKYZEN
412,26-04-2019,PV-V 27,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
413,27-04-2019,PV-ONG 114,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"338,660.00",SKYZEN
414,27-04-2019,PV-ONG 114,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY VIBRANT 5000 HC,"26,599.56",SKYZEN
415,27-04-2019,PV-ONG 114,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.44,SKYZEN
416,27-04-2019,PV-ONG 115,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"42,159.04",SKYZEN
417,27-04-2019,PV-ONG 115,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Mini Cute Trolley,"1,923.40",SKYZEN
418,27-04-2019,PV-ONG 115,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.44,SKYZEN
419,27-04-2019,PV-V 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"4,435.20",CVCRM
420,27-04-2019,PV-V 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CORRUGATED BOXES,"1,568.00",SKYZEN
421,27-04-2019,PV-V 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
422,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 120 COMMON MOTOR,"33,766.88",SERVICE
423,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,94.40,SERVICE
424,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (REGULAR),212.40,CVCRM
425,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),212.40,CVCRM
426,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,MAINS CARD CVCRM,401.20,SERVICE
427,27-04-2019,PV-V 17,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.28,SKYZEN
428,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TOP,"2,737.60",CVCRM
429,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH PLATE,21.24,CVCRM
430,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TANK,"7,080.00",CVCRM
431,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH PLATE,14.16,CVCRM
432,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY TANK,"1,250.80",SKYZEN
433,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY TANK,"9,959.20",SKYZEN
434,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TOP,"3,445.60",CVCRM
435,27-04-2019,PV-V 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WATER FLOW CHANNEL,"2,690.40",SKYZEN
436,27-04-2019,PV-V 19,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M32M,"79,200.00",SKYZEN
437,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SMILE H LOWER SET,413.00,SKYZEN
438,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TANK,"3,540.00",CVCRM
439,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WASHER VALVE ROD,708.00,SKYZEN
440,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK PACKING,708.00,SERVICE
441,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY OVERFLOW HOSE,708.00,SKYZEN
442,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN HOSE ADOPTER,"1,062.00",SERVICE
443,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK SPRING,590.00,SKYZEN
444,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD,590.00,SKYZEN
445,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,VERTICAL BRACKET,448.40,SKYZEN
446,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),531.00,CVCRM
447,27-04-2019,PV-V 30,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
448,28-04-2019,PV-ONG 116,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"104,076.00",CVCRM
449,29-04-2019,PV-P 6,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"19,824.00",CVCRM
450,29-04-2019,PV-P 6,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"20,237.00",CVCRM
451,30-04-2019,PV-ONG 117,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"1,156.40",SERVICE
452,30-04-2019,PV-ONG 117,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,HONEY COMB BLUE SMART,"6,549.00",SERVICE
453,30-04-2019,PV-ONG 117,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
454,30-04-2019,PV-ONG 118,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,710.36,SERVICE
455,30-04-2019,PV-ONG 118,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.36,SKYZEN
456,30-04-2019,PV-ONG 119,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"563,072.40",SKYZEN
457,30-04-2019,PV-ONG 119,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"138,154.40",SKYZEN
458,30-04-2019,PV-ONG 119,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"16,567.20",SKYZEN
459,30-04-2019,PV-ONG 120,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"132,077.40",SKYZEN
460,30-04-2019,PV-ONG 120,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
461,30-04-2019,PV-ONG 121,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"34,692.00",CVCRM
462,30-04-2019,PV-ONG 122,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
463,30-04-2019,PV-ONG 122,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.26,SKYZEN
464,30-04-2019,PV-ONG 123,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"28,320.00",CVCRM
465,30-04-2019,PV-ONG 123,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SAFARI AIR COOLER,"17,346.00",CVCRM
466,30-04-2019,PV-ONG 123,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"13,546.40",SKYZEN
467,30-04-2019,PV-ONG 123,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
468,30-04-2019,PV-ONG 124,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,STORM AIR COOLER,"1,416.00",CVCRM
469,30-04-2019,PV-V 22,ANDHRA,PTS ELECTRONICS,Purchase of 18% Items,REMOTE CONTRIF FOR COOLER FAN,"116,053.00",SERVICE
470,30-04-2019,PV-V 23,ANDHRA,THE VENDING COMPANY,Purchase of 18% Items,SKY WATER DIS 21B FSR,"259,600.00",SKYZEN
471,30-04-2019,PV-V 31,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,INVERTOR MIAN MOTOR,"3,681.60",SKYZEN
472,30-04-2019,PV-V 31,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
473,30-04-2019,TG-PV-V 1,GOLLAPUDI,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"95,931.00",CVCRM
474,30-04-2019,TG-PV-V 1,GOLLAPUDI,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"131,040.00",CVCRM
475,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"34,800.00",CVCRM
476,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL AIR COOLER,"57,996.00",CVCRM
477,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR WHITE COOLER,"30,156.00",CVCRM
478,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL WHITE AIR COOLER,"96,346.00",CVCRM
479,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"80,928.00",CVCRM
480,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"537,795.00",CVCRM
481,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER HONEY COMB,"19,480.00",CVCRM
482,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL AIR COOLER HC,"24,925.00",CVCRM
483,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"642,096.00",CVCRM
484,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL AIR COOLER HC,"103,950.00",CVCRM
485,30-04-2019,TO-PV-ONG 1,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"308,941.00",CVCRM
486,30-04-2019,TP-PV-P 1,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"40,698.00",CVCRM
487,30-04-2019,TP-PV-P 1,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"14,112.00",CVCRM
488,01-05-2019,PV-P 8,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"13,009.50",CVCRM
489,01-05-2019,PV-P 8,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"17,346.00",CVCRM
490,01-05-2019,PV-P 8,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
491,01-05-2019,PV-V 25,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"34,692.00",CVCRM
492,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Sky Cute Support,849.60,SKYZEN
493,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Sky Cute Water Flow Channel,42.48,SKYZEN
494,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY SMILE MMS,"2,194.80",SKYZEN
495,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,778.80,SERVICE
496,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,944.00,SERVICE
497,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,755.20,SERVICE
498,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY INVERTOR MAIN MOTOR,"9,204.00",SERVICE
499,01-05-2019,PV-V 53,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.12,SKYZEN
500,02-05-2019,PV-H 12,TELANGANA,SRIDHAR AGENCIES,Purchase of 18% Items,SKY MINI CUTE,"18,000.00",SKYZEN
501,02-05-2019,PV-ONG 126,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Hippo Chill 4500,"409,332.56",SKYZEN
502,02-05-2019,PV-ONG 126,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"25,594.20",SKYZEN
503,02-05-2019,PV-ONG 126,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.24,SKYZEN
504,02-05-2019,PV-ONG 127,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,455.00",CVCRM
505,02-05-2019,PV-ONG 127,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"23,128.00",CVCRM
506,02-05-2019,PV-ONG 127,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"92,110.80",SKYZEN
507,02-05-2019,PV-ONG 127,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
508,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"5,664.00",CVCRM
509,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,891.00",CVCRM
510,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
511,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"1,976.50",CVCRM
512,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"5,752.50",CVCRM
513,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"5,664.00",CVCRM
514,02-05-2019,PV-ONG 128,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
515,02-05-2019,PV-ONG 129,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"34,692.00",CVCRM
516,02-05-2019,PV-P 15,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 3 POLE,"1,416.00",SERVICE
517,02-05-2019,PV-P 15,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 4 POLE,"1,534.00",SERVICE
518,02-05-2019,PV-P 15,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"95,462.00",CVCRM
519,02-05-2019,PV-V 39,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"1,479.72",SERVICE
520,02-05-2019,PV-V 39,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.28,SKYZEN
521,02-05-2019,PV-V 40,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,126.56,CVCRM
522,02-05-2019,PV-V 40,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.44,SKYZEN
523,02-05-2019,PV-V 60,ANDHRA,KEN LIFESTYLES PVT LTD AP,Purchase of 18% Items,KEN MDF STANDEE,"1,539.90",KENSTAR
524,02-05-2019,PV-V 60,ANDHRA,KEN LIFESTYLES PVT LTD AP,,,0.10,SKYZEN
525,03-05-2019,PV-ONG 131,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"191,750.00",CVCRM
526,03-05-2019,PV-ONG 131,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"132,160.00",CVCRM
527,03-05-2019,PV-ONG 132,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"7,080.00",CVCRM
528,03-05-2019,PV-ONG 132,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"4,336.50",CVCRM
529,03-05-2019,PV-ONG 132,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,891.00",CVCRM
530,03-05-2019,PV-ONG 132,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
531,03-05-2019,PV-ONG 133,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"45,312.00",CVCRM
532,03-05-2019,PV-ONG 134,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"105,728.00",CVCRM
533,03-05-2019,PV-ONG 134,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER HONEY COMB,"48,144.00",CVCRM
534,03-05-2019,PV-ONG 135,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"18,880.00",CVCRM
535,03-05-2019,PV-ONG 135,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"28,320.00",CVCRM
